bg_name,bg_id,model_name,model_id,modeltype_name,modeltype_id,model_subid,image_path,frame_index,model_width,model_height,tl_x,tl_y,bl_x,bl_y,br_x,br_y,tr_x,tr_y
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0137.jpeg,137,2100.0,2970.0,739.578,210.257,790.848,816.668,1315.41,770.084,1174.88,194.374
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0139.jpeg,139,2100.0,2970.0,742.53,213.838,798.791,823.699,1322.96,774.25,1178.35,196.816
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0140.jpeg,140,2100.0,2970.0,742.845,216.673,800.969,826.446,1325.56,776.33,1178.64,199.673
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0154.jpeg,154,2100.0,2970.0,754.68,193.351,819.372,817.527,1357.3,764.978,1199.64,176.361
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0157.jpeg,157,2100.0,2970.0,749.972,181.068,808.259,808.467,1352.34,760.631,1199.21,167.802
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0161.jpeg,161,2100.0,2970.0,749.774,172.174,795.316,793.948,1343.16,754.57,1199.75,163.468
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0168.jpeg,168,2100.0,2970.0,747.44,189.525,776.269,774.608,1305.01,742.902,1181.1,181.865
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0170.jpeg,170,2100.0,2970.0,731.335,198.23,756.062,775.119,1277.78,743.41,1159.18,191.032
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0171.jpeg,171,2100.0,2970.0,729.994,200.485,753.637,773.421,1273.99,741.875,1156.34,192.836
background01,0,datasheet002,1,datasheet,0,1,background01/datasheet002/frame_0181.jpeg,181,2100.0,2970.0,691.182,235.791,707.003,797.143,1217.88,765.168,1110.33,227.978
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0018.jpeg,18,2100.0,2970.0,609.707,216.781,597.089,869.578,1134.52,839.752,1065.64,210.455
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0028.jpeg,28,2100.0,2970.0,562.916,198.064,527.4,837.388,1066.44,817.327,1016.95,196.553
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0069.jpeg,69,2100.0,2970.0,779.962,191.084,871.922,840.657,1388.17,774.668,1226.58,163.46
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0079.jpeg,79,2100.0,2970.0,817.506,204.087,956.017,846.754,1453.08,755.923,1252.84,160.36
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0080.jpeg,80,2100.0,2970.0,821.558,205.708,961.572,847.469,1457.84,755.2,1256.08,160.546
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0082.jpeg,82,2100.0,2970.0,827.033,203.053,971.708,842.461,1464.7,746.397,1259.13,156.372
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0098.jpeg,98,2100.0,2970.0,819.796,223.386,948.68,830.958,1431.75,746.415,1237.22,181.155
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0100.jpeg,100,2100.0,2970.0,815.935,223.131,930.311,832.467,1418.18,754.664,1235.6,185.513
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0112.jpeg,112,2100.0,2970.0,735.008,194.227,730.056,810.876,1249.75,799.649,1172.15,203.32
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0113.jpeg,113,2100.0,2970.0,732.049,190.117,720.934,804.842,1241.47,797.112,1168.77,201.663
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0115.jpeg,115,2100.0,2970.0,725.077,174.123,698.683,788.305,1220.23,789.028,1163.1,191.725
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0128.jpeg,128,2100.0,2970.0,706.233,154.457,641.188,754.215,1169.6,773.191,1145.21,180.286
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0187.jpeg,187,2100.0,2970.0,766.512,203.063,820.24,845.032,1325.33,798.089,1206.75,186.956
background01,0,datasheet003,2,datasheet,0,2,background01/datasheet003/frame_0206.jpeg,206,2100.0,2970.0,755.561,159.535,757.126,761.08,1262.32,748.421,1183.83,166.089
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0010.jpeg,10,2100.0,2970.0,642.486,246.012,638.517,926.985,1175.73,899.477,1109.26,238.473
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0014.jpeg,14,2100.0,2970.0,627.071,246.849,620.014,927.129,1157.96,900.252,1093.95,239.395
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0019.jpeg,19,2100.0,2970.0,608.82,247.94,587.884,924.744,1127.08,901.723,1073.27,241.705
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0070.jpeg,70,2100.0,2970.0,731.893,204.374,811.661,874.484,1343.64,805.087,1191.86,173.857
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0071.jpeg,71,2100.0,2970.0,731.648,206.522,819.105,874.329,1347.32,798.089,1189.14,171.426
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0075.jpeg,75,2100.0,2970.0,719.642,210.964,833.101,873.045,1350.29,781.336,1171.72,166.511
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0097.jpeg,97,2100.0,2970.0,827.919,200.81,979.74,828.213,1452.76,736.36,1248.37,159.882
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0101.jpeg,101,2100.0,2970.0,850.82,202.464,989.972,826.825,1460.96,745.704,1267.98,170.043
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0116.jpeg,116,2100.0,2970.0,851.009,232.622,958.575,849.851,1441.81,778.986,1268.92,202.902
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0140.jpeg,140,2100.0,2970.0,702.423,201.149,604.675,802.045,1127.23,843.549,1136.22,243.668
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0161.jpeg,161,2100.0,2970.0,697.939,183.707,657.51,778.504,1172.71,777.384,1130.47,190.724
background01,0,datasheet004,3,datasheet,0,3,background01/datasheet004/frame_0200.jpeg,200,2100.0,2970.0,803.913,252.464,990.816,865.973,1462.72,745.196,1219.84,184.552
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0005.jpeg,5,2100.0,2970.0,745.214,308.946,854.773,963.082,1371.88,876.486,1182.89,266.24
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0010.jpeg,10,2100.0,2970.0,726.817,297.586,827.737,948.398,1347.81,865.451,1166.53,256.717
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0016.jpeg,16,2100.0,2970.0,710.276,286.176,796.226,937.726,1319.65,863.162,1151.77,251.453
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0017.jpeg,17,2100.0,2970.0,708.754,284.842,792.23,934.635,1316.66,862.804,1150.35,251.17
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0029.jpeg,29,2100.0,2970.0,709.06,239.686,749.491,878.921,1284.06,834.576,1154.13,222.828
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0034.jpeg,34,2100.0,2970.0,669.326,224.732,692.843,859.905,1234.53,818.319,1118.55,208.439
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0037.jpeg,37,2100.0,2970.0,644.498,224.853,663.686,859.147,1207.52,815.219,1093.43,206.597
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0055.jpeg,55,2100.0,2970.0,540.68,222.902,524.098,862.077,1087.24,819.698,998.754,200.861
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0080.jpeg,80,2100.0,2970.0,764.808,275.062,771.516,933.717,1365.62,908.891,1229.0,268.431
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0085.jpeg,85,2100.0,2970.0,762.322,294.601,788.04,961.086,1393.06,922.594,1231.89,279.37
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0104.jpeg,104,2100.0,2970.0,785.651,219.795,828.635,879.522,1437.25,837.165,1260.27,203.161
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0112.jpeg,112,2100.0,2970.0,739.885,176.028,786.168,820.114,1350.19,776.059,1200.94,157.051
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0116.jpeg,116,2100.0,2970.0,738.387,194.417,774.351,826.315,1320.99,785.615,1189.61,175.826
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0117.jpeg,117,2100.0,2970.0,733.789,188.031,771.357,826.882,1316.38,786.056,1184.97,170.971
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0122.jpeg,122,2100.0,2970.0,726.34,151.748,764.342,793.066,1305.38,754.046,1181.82,133.681
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0126.jpeg,126,2100.0,2970.0,728.056,139.733,763.289,785.485,1297.1,750.439,1183.81,124.323
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0148.jpeg,148,2100.0,2970.0,806.77,203.35,877.826,866.828,1397.14,816.842,1258.23,179.995
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0157.jpeg,157,2100.0,2970.0,836.282,244.208,998.722,882.47,1486.65,772.806,1266.39,176.388
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0167.jpeg,167,2100.0,2970.0,815.401,206.82,1036.4,815.375,1493.08,670.786,1227.16,111.292
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0171.jpeg,171,2100.0,2970.0,820.781,211.748,1050.86,814.666,1499.82,666.25,1227.18,112.713
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0174.jpeg,174,2100.0,2970.0,825.656,223.189,1058.02,820.671,1504.31,671.81,1228.33,124.027
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0176.jpeg,176,2100.0,2970.0,834.926,226.676,1064.9,822.366,1511.27,675.56,1236.32,128.626
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0190.jpeg,190,2100.0,2970.0,822.998,241.638,1015.81,848.211,1479.38,721.41,1232.18,159.603
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0194.jpeg,194,2100.0,2970.0,816.723,239.712,984.166,855.605,1461.04,742.723,1233.91,168.062
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0195.jpeg,195,2100.0,2970.0,809.27,238.119,962.388,860.409,1445.25,755.518,1229.86,173.022
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0211.jpeg,211,2100.0,2970.0,657.406,153.225,629.882,785.393,1165.97,781.752,1110.2,162.164
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0212.jpeg,212,2100.0,2970.0,656.465,151.058,624.556,782.757,1159.64,780.405,1107.97,160.148
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0217.jpeg,217,2100.0,2970.0,634.633,149.978,589.503,771.664,1122.42,774.391,1082.91,159.475
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0227.jpeg,227,2100.0,2970.0,621.064,184.116,571.515,794.477,1100.41,791.124,1061.91,184.624
background01,0,datasheet005,4,datasheet,0,4,background01/datasheet005/frame_0234.jpeg,234,2100.0,2970.0,636.609,195.643,595.92,809.796,1124.89,804.645,1077.56,194.396
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0004.jpeg,4,2100.0,2970.0,591.982,248.323,597.648,924.925,1141.45,881.606,1056.22,232.818
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0015.jpeg,15,2100.0,2970.0,644.782,244.919,658.846,911.271,1194.37,868.821,1101.33,229.75
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0021.jpeg,21,2100.0,2970.0,688.933,233.057,719.554,893.579,1248.19,850.178,1143.93,218.457
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0029.jpeg,29,2100.0,2970.0,778.724,233.23,827.069,874.814,1340.52,832.365,1219.1,218.544
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0056.jpeg,56,2100.0,2970.0,855.758,209.696,905.259,825.258,1403.86,790.011,1281.94,201.732
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0058.jpeg,58,2100.0,2970.0,838.469,203.092,885.879,816.458,1387.2,781.764,1265.57,194.584
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0061.jpeg,61,2100.0,2970.0,802.986,197.377,836.503,812.719,1342.97,781.338,1232.82,190.494
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0079.jpeg,79,2100.0,2970.0,772.32,198.106,697.289,797.854,1214.19,833.522,1203.63,234.563
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0111.jpeg,111,2100.0,2970.0,709.524,265.695,703.665,790.047,1141.39,775.686,1086.1,266.589
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0120.jpeg,120,2100.0,2970.0,734.932,271.977,736.904,796.205,1171.48,778.116,1108.33,269.179
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0125.jpeg,125,2100.0,2970.0,760.218,274.672,767.244,818.812,1218.06,798.6,1145.71,269.285
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0143.jpeg,143,2100.0,2970.0,766.503,203.967,799.542,835.281,1317.88,800.431,1207.54,192.956
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0148.jpeg,148,2100.0,2970.0,774.933,200.865,820.624,855.789,1356.18,808.344,1228.02,180.966
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0164.jpeg,164,2100.0,2970.0,719.917,180.038,845.078,868.581,1387.31,769.555,1186.51,133.492
background01,0,letter001,5,letter,1,0,background01/letter001/frame_0191.jpeg,191,2100.0,2970.0,728.084,200.765,706.275,866.664,1262.12,862.25,1190.33,217.883
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0002.jpeg,2,2100.0,2970.0,757.476,217.778,794.444,775.974,1335.04,733.546,1185.11,199.177
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0022.jpeg,22,2100.0,2970.0,706.114,206.228,717.967,761.01,1260.59,713.415,1135.01,178.925
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0032.jpeg,32,2100.0,2970.0,653.755,208.42,639.924,774.898,1193.52,730.17,1089.45,181.1
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0046.jpeg,46,2100.0,2970.0,531.808,216.512,507.456,801.025,1074.01,741.294,977.766,182.954
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0048.jpeg,48,2100.0,2970.0,516.14,213.765,491.921,801.452,1061.36,740.905,964.377,179.387
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0076.jpeg,76,2100.0,2970.0,795.048,162.582,828.439,716.666,1347.76,680.845,1217.03,144.718
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0090.jpeg,90,2100.0,2970.0,770.081,159.935,799.035,730.27,1308.66,698.716,1193.53,145.795
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0105.jpeg,105,2100.0,2970.0,785.559,179.665,768.408,800.205,1293.79,798.852,1227.66,185.7
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0114.jpeg,114,2100.0,2970.0,796.115,154.848,758.498,788.402,1290.06,802.538,1247.38,171.923
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0121.jpeg,121,2100.0,2970.0,763.17,218.46,736.843,840.239,1261.3,836.917,1202.68,224.398
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0125.jpeg,125,2100.0,2970.0,744.928,235.655,732.007,839.724,1251.11,827.006,1176.2,236.641
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0126.jpeg,126,2100.0,2970.0,745.535,229.5,738.365,830.498,1254.19,817.016,1176.42,229.013
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0165.jpeg,165,2100.0,2970.0,744.063,152.32,765.025,725.069,1287.05,698.678,1170.77,147.845
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0170.jpeg,170,2100.0,2970.0,759.016,170.14,765.729,762.227,1297.52,742.751,1193.59,167.777
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0176.jpeg,176,2100.0,2970.0,730.713,196.815,721.928,819.34,1265.02,804.496,1175.44,198.924
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0178.jpeg,178,2100.0,2970.0,748.082,203.331,734.281,828.947,1279.78,817.849,1195.12,205.603
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0189.jpeg,189,2100.0,2970.0,736.781,193.856,695.87,850.214,1257.68,851.735,1200.06,203.141
background01,0,letter002,6,letter,1,1,background01/letter002/frame_0191.jpeg,191,2100.0,2970.0,731.543,196.932,687.318,852.618,1250.06,854.802,1196.34,206.245
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0009.jpeg,9,2100.0,2970.0,706.486,247.703,590.32,795.163,1080.52,857.973,1108.89,314.697
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0011.jpeg,11,2100.0,2970.0,706.799,243.047,594.459,788.047,1083.2,848.686,1108.32,307.843
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0016.jpeg,16,2100.0,2970.0,695.596,247.25,595.635,793.606,1083.1,843.858,1095.4,306.408
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0025.jpeg,25,2100.0,2970.0,669.014,247.414,632.317,797.268,1113.96,801.598,1069.87,274.427
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0031.jpeg,31,2100.0,2970.0,686.848,287.336,720.89,824.123,1186.13,782.606,1076.69,276.536
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0032.jpeg,32,2100.0,2970.0,690.71,288.559,731.785,822.872,1196.24,778.438,1080.34,274.811
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0033.jpeg,33,2100.0,2970.0,699.86,286.325,751.954,820.226,1214.03,767.824,1087.7,265.762
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0052.jpeg,52,2100.0,2970.0,726.908,299.639,880.694,795.323,1307.72,682.731,1093.99,230.136
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0063.jpeg,63,2100.0,2970.0,791.467,300.517,916.746,802.334,1353.11,712.723,1160.61,246.643
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0093.jpeg,93,2100.0,2970.0,657.651,253.278,534.383,829.307,1051.51,876.94,1080.15,299.286
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0104.jpeg,104,2100.0,2970.0,664.532,174.267,557.393,767.428,1093.69,802.185,1106.83,207.742
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0113.jpeg,113,2100.0,2970.0,668.073,181.705,587.299,820.647,1157.25,838.941,1132.5,205.597
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0116.jpeg,116,2100.0,2970.0,691.394,179.688,616.903,825.878,1194.3,841.597,1159.71,200.558
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0121.jpeg,121,2100.0,2970.0,713.331,173.719,652.836,829.01,1234.16,837.466,1188.59,188.873
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0122.jpeg,122,2100.0,2970.0,713.666,176.334,655.754,830.583,1236.88,837.026,1188.18,190.687
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0131.jpeg,131,2100.0,2970.0,702.647,241.493,696.596,878.746,1255.8,850.235,1158.61,235.615
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0142.jpeg,142,2100.0,2970.0,706.06,265.24,782.402,819.486,1263.51,751.823,1110.78,234.106
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0153.jpeg,153,2100.0,2970.0,721.862,270.32,819.948,788.715,1264.88,726.285,1101.18,247.8
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0183.jpeg,183,2100.0,2970.0,687.841,266.563,623.515,836.385,1134.95,846.029,1105.96,282.136
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0185.jpeg,185,2100.0,2970.0,697.751,268.935,626.685,837.887,1138.47,853.636,1116.69,287.046
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0186.jpeg,186,2100.0,2970.0,706.036,267.109,630.106,835.524,1142.03,854.055,1125.08,286.828
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0190.jpeg,190,2100.0,2970.0,723.387,273.11,629.79,843.476,1143.51,873.649,1142.88,299.25
background01,0,letter003,7,letter,1,2,background01/letter003/frame_0203.jpeg,203,2100.0,2970.0,716.629,251.455,632.577,840.19,1157.7,863.992,1146.52,275.315
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0003.jpeg,3,2100.0,2970.0,731.316,334.118,930.294,855.133,1327.33,738.487,1087.13,279.885
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0009.jpeg,9,2100.0,2970.0,741.108,336.486,929.563,845.867,1320.12,737.215,1091.19,286.577
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0017.jpeg,17,2100.0,2970.0,752.13,331.494,916.734,834.825,1311.9,740.919,1100.58,292.111
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0041.jpeg,41,2100.0,2970.0,767.73,327.756,882.473,871.343,1320.33,799.163,1141.45,302.747
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0046.jpeg,46,2100.0,2970.0,755.001,272.427,831.32,838.759,1295.22,782.301,1147.7,259.499
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0075.jpeg,75,2100.0,2970.0,665.546,270.455,625.813,845.355,1146.85,822.746,1086.79,259.382
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0077.jpeg,77,2100.0,2970.0,690.729,272.688,637.255,836.842,1155.49,819.951,1107.75,261.021
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0080.jpeg,80,2100.0,2970.0,703.771,273.394,632.654,834.573,1151.29,828.568,1119.63,264.654
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0107.jpeg,107,2100.0,2970.0,657.175,246.997,578.514,803.676,1100.92,807.209,1075.53,255.816
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0109.jpeg,109,2100.0,2970.0,670.894,250.491,607.003,807.423,1123.16,808.75,1086.43,259.758
background01,0,letter004,8,letter,1,3,background01/letter004/frame_0124.jpeg,124,2100.0,2970.0,748.239,244.842,753.357,833.395,1275.46,816.836,1173.04,253.278
